post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_datetime,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,followers_gained,caption_length,hashtags_count,performance_bucket_label,engagement_rate,total_engagement,follower_growth_rate,impression_reach_ratio
IG0016189,18,brand,7486,reel,Comedy,Home Feed,0,09-02-2025 12:00,09-02-2025,12,Sunday,546,8,36,97,7947,8801,205,125,7,viral,8.644771612,687,2.738445098,1.107461935
IG0016190,6,brand,10034,carousel,Photography,Home Feed,0,20-01-2025 02:00,20-01-2025,2,Monday,162,4,5,28,3006,4781,868,125,8,high,6.620093147,199,8.650588001,1.590485695
IG0016191,10,creator,4542,image,Beauty,Profile,0,05-01-2025 11:00,05-01-2025,11,Sunday,78,5,2,19,6325,8054,213,110,8,low,1.644268775,104,4.689564069,1.273359684
IG0016192,14,creator,3083,carousel,Lifestyle,Home Feed,0,06-10-2025 03:00,06-10-2025,3,Monday,101,0,5,15,2853,4178,924,134,7,medium,4.241149667,121,29.97080765,1.464423414
IG0016193,8,brand,15986,carousel,Fitness,Home Feed,0,17-07-2025 18:00,17-07-2025,18,Thursday,241,7,13,36,3810,4302,671,122,8,viral,7.795275591,297,4.197422745,1.129133858
IG0016194,3,creator,10018,image,Comedy,Hashtags,0,19-08-2025 13:00,19-08-2025,13,Tuesday,252,2,10,39,10481,12778,509,117,7,low,2.89094552,303,5.080854462,1.219158477
IG0016195,19,creator,3447,carousel,Comedy,External,0,19-03-2025 21:00,19-03-2025,21,Wednesday,293,7,17,38,3766,5290,526,119,4,viral,9.426447159,355,15.25964607,1.404673394
IG0016196,12,creator,13798,image,Photography,External,0,02-08-2025 06:00,02-08-2025,6,Saturday,58,6,6,9,5622,7224,915,127,12,low,1.405193881,79,6.631395854,1.284951974
IG0016197,12,creator,13798,image,Photography,Home Feed,0,26-12-2024 03:00,26-12-2024,3,Thursday,567,12,23,0,8982,14070,935,127,4,high,6.702293476,602,6.776344398,1.566466266
IG0016198,15,creator,8167,image,Comedy,Profile,1,01-06-2025 11:00,01-06-2025,11,Sunday,938,32,49,128,12097,17390,117,118,6,viral,9.481689675,1147,1.432594588,1.437546499
IG0016199,7,brand,3551,carousel,Photography,External,0,06-12-2024 06:00,06-12-2024,6,Friday,93,8,4,10,3803,5181,772,117,11,low,3.023928478,115,21.74035483,1.362345517
IG0016200,4,brand,4972,reel,Food,External,0,26-09-2025 13:00,26-09-2025,13,Friday,202,10,10,48,8561,10549,100,109,3,medium,3.153837169,270,2.011263073,1.232215863
IG0016201,9,creator,6916,reel,Food,Hashtags,0,12-03-2025 14:00,12-03-2025,14,Wednesday,424,15,17,50,5806,7484,617,133,10,viral,8.715122287,506,8.921341816,1.289011368
IG0016202,16,creator,9696,reel,Lifestyle,Explore,1,21-03-2025 05:00,21-03-2025,5,Friday,181,6,10,23,5333,6325,522,110,11,medium,4.125257829,220,5.383663366,1.186011626
IG0016203,13,brand,5824,carousel,Lifestyle,External,0,08-06-2025 16:00,08-06-2025,16,Sunday,290,7,13,52,9231,12734,125,116,10,medium,3.921568627,362,2.146291209,1.37948218
IG0016204,4,brand,4972,reel,Lifestyle,Reels Feed,1,11-04-2025 16:00,11-04-2025,16,Friday,119,4,9,19,4981,7545,329,130,9,low,3.031519775,151,6.617055511,1.514756073
IG0016205,9,creator,6916,carousel,Music,Reels Feed,1,26-03-2025 11:00,26-03-2025,11,Wednesday,297,12,18,33,1947,2945,912,120,8,medium,18.48998459,360,13.18681319,1.512583462
IG0016206,18,creator,7486,reel,Music,Profile,1,14-10-2025 03:00,14-10-2025,3,Tuesday,69,4,5,10,2202,2539,902,116,12,medium,3.996366939,88,12.04915843,1.153042688
IG0016207,15,creator,8167,reel,Travel,Reels Feed,0,21-11-2024 06:00,21-11-2024,6,Thursday,81,0,8,16,3100,3726,667,110,8,medium,3.387096774,105,8.167013591,1.201935484
IG0016208,15,brand,8167,carousel,Technology,Explore,1,26-02-2025 03:00,26-02-2025,3,Wednesday,132,3,9,21,1677,2119,369,116,3,viral,9.838998211,165,4.518182931,1.263565891
IG0016209,6,brand,10034,image,Fitness,Reels Feed,1,13-01-2025 06:00,13-01-2025,6,Monday,205,4,12,27,7263,8791,185,131,12,medium,3.414566983,248,1.843731314,1.210381385
IG0016210,11,creator,9044,reel,Food,Home Feed,0,25-07-2025 05:00,25-07-2025,5,Friday,238,9,9,32,6990,10804,369,128,7,medium,4.120171674,288,4.080053074,1.545636624
IG0016211,8,brand,15986,carousel,Beauty,Reels Feed,0,15-04-2025 03:00,15-04-2025,3,Tuesday,280,7,6,40,8336,12824,109,124,5,medium,3.994721689,333,0.681846616,1.538387716
IG0016212,17,brand,15923,reel,Fitness,External,1,08-04-2025 09:00,08-04-2025,9,Tuesday,577,17,25,97,7256,9203,61,103,9,viral,9.8676957,716,0.383093638,1.268329658
IG0016213,17,creator,15923,reel,Fitness,Profile,0,04-06-2025 23:00,04-06-2025,23,Wednesday,832,21,44,140,12613,18234,363,125,6,high,8.221676049,1037,2.279721158,1.445651312
IG0016214,18,creator,7486,carousel,Beauty,Explore,1,13-06-2025 00:00,13-06-2025,0,Friday,175,6,14,31,15669,19254,769,144,7,low,1.442338375,226,10.27250868,1.228795711
IG0016215,4,creator,4972,reel,Fashion,Explore,0,07-01-2025 22:00,07-01-2025,22,Tuesday,462,10,22,53,5803,6493,495,131,5,viral,9.426158883,547,9.955752212,1.118904015
IG0016216,15,brand,8167,image,Comedy,Home Feed,0,30-01-2025 00:00,30-01-2025,0,Thursday,858,26,36,137,26918,34419,843,129,10,medium,3.926740471,1057,10.32202767,1.278661119
IG0016217,2,creator,22291,image,Technology,Profile,0,02-02-2025 21:00,02-02-2025,21,Sunday,47,1,1,6,1256,1738,8,114,6,medium,4.378980892,55,0.035888924,1.383757962
IG0016218,2,creator,22291,image,Travel,Profile,0,20-04-2025 06:00,20-04-2025,6,Sunday,64,0,4,9,4621,6208,560,111,8,low,1.666305994,77,2.512224665,1.343432158
IG0016219,10,brand,4542,image,Lifestyle,Reels Feed,0,06-11-2025 21:00,06-11-2025,21,Thursday,122,8,2,24,2117,2917,819,131,11,high,7.368918281,156,18.0317041,1.377893245
IG0016220,3,creator,10018,image,Beauty,Hashtags,1,27-07-2025 03:00,27-07-2025,3,Sunday,251,8,17,46,4321,4912,441,125,9,viral,7.451978709,322,4.402076263,1.136773895
IG0016221,8,creator,15986,carousel,Music,Explore,0,11-11-2025 23:00,11-11-2025,23,Tuesday,88,3,6,19,1176,1717,715,125,6,viral,9.863945578,116,4.472663581,1.460034014
IG0016222,20,creator,31095,reel,Lifestyle,Home Feed,0,04-09-2025 23:00,04-09-2025,23,Thursday,130,3,3,19,2115,3026,997,105,3,high,7.328605201,155,3.206303264,1.430732861
IG0016223,7,creator,3551,image,Photography,Reels Feed,1,03-10-2025 15:00,03-10-2025,15,Friday,275,6,17,51,5813,6898,886,110,5,high,6.003784621,349,24.95071811,1.186650611
IG0016224,12,creator,13798,carousel,Beauty,External,0,23-10-2025 17:00,23-10-2025,17,Thursday,167,12,6,24,4404,6362,767,96,9,medium,4.74568574,209,5.558776634,1.444595822
IG0016225,19,creator,3447,image,Lifestyle,Home Feed,1,21-08-2025 13:00,21-08-2025,13,Thursday,314,5,19,45,3961,6092,558,117,10,viral,9.669275435,383,16.18798956,1.537995456
IG0016226,15,brand,8167,reel,Comedy,Home Feed,0,02-04-2025 12:00,02-04-2025,12,Wednesday,50,1,2,12,1887,2983,199,118,12,low,3.444621092,65,2.436635239,1.58081611
IG0016227,14,brand,3083,reel,Comedy,Profile,0,11-08-2025 14:00,11-08-2025,14,Monday,168,4,12,19,6813,9439,985,130,4,low,2.979597828,203,31.94939994,1.385439601
IG0016228,16,brand,9696,reel,Comedy,External,1,12-03-2025 00:00,12-03-2025,0,Wednesday,238,10,5,38,11208,12899,653,100,7,low,2.596359743,291,6.734735974,1.150874375
IG0016229,14,brand,3083,reel,Lifestyle,Explore,0,28-09-2025 23:00,28-09-2025,23,Sunday,85,4,9,14,3212,4905,412,144,9,medium,3.486924035,112,13.36360688,1.527085928
IG0016230,3,creator,10018,carousel,Comedy,Profile,1,07-09-2025 22:00,07-09-2025,22,Sunday,0,5,10,19,2660,3941,127,129,16,high,1.278195489,34,1.267718107,1.481578947
IG0016231,18,creator,7486,image,Food,Explore,0,21-04-2025 09:00,21-04-2025,9,Monday,120,6,5,16,3064,4758,871,111,10,medium,4.797650131,147,11.6350521,1.552872063
IG0016232,6,creator,10034,image,Music,Reels Feed,1,04-12-2024 17:00,04-12-2024,17,Wednesday,57,2,3,10,2583,3355,500,137,7,low,2.787456446,72,4.983057604,1.298877274
IG0016233,17,creator,15923,image,Travel,External,1,07-02-2025 04:00,07-02-2025,4,Friday,157,5,8,18,2652,3592,235,135,9,high,7.088989442,188,1.47585254,1.354449472
IG0016234,14,brand,3083,image,Beauty,Explore,1,04-08-2025 20:00,04-08-2025,20,Monday,164,9,4,32,3915,5103,928,117,6,high,5.33844189,209,30.10055141,1.303448276
IG0016235,14,creator,3083,image,Fitness,Profile,0,05-08-2025 06:00,05-08-2025,6,Tuesday,168,1,13,0,6599,10358,855,116,9,low,2.757993635,182,27.73272786,1.569631762
IG0016236,20,creator,31095,carousel,Lifestyle,Reels Feed,0,15-04-2025 01:00,15-04-2025,1,Tuesday,1120,43,55,170,16719,24404,322,136,12,high,8.301931934,1388,1.03553626,1.459656678
IG0016237,13,creator,5824,carousel,Lifestyle,Home Feed,0,09-04-2025 08:00,09-04-2025,8,Wednesday,119,4,3,22,2419,2679,998,115,10,high,6.118230674,148,17.13598901,1.107482431
IG0016238,3,creator,10018,carousel,Music,Reels Feed,1,08-10-2025 04:00,08-10-2025,4,Wednesday,98,4,4,7,4888,6968,945,104,12,low,2.311783961,113,9.433020563,1.425531915
IG0016239,13,creator,5824,reel,Fashion,External,1,03-11-2025 17:00,03-11-2025,17,Monday,217,13,7,33,3273,5102,114,128,7,high,8.249312557,270,1.957417582,1.558814543
IG0016240,2,creator,22291,image,Technology,Profile,0,24-05-2025 11:00,24-05-2025,11,Saturday,128,3,6,21,3374,3980,567,134,7,medium,4.682868998,158,2.543627473,1.179608773
IG0016241,9,brand,6916,carousel,Photography,Reels Feed,0,04-09-2025 22:00,04-09-2025,22,Thursday,281,5,18,40,10060,14991,213,111,7,low,3.419483101,344,3.079814922,1.490159046
IG0016242,13,brand,5824,image,Beauty,Hashtags,0,17-02-2025 03:00,17-02-2025,3,Monday,224,8,19,32,9490,12509,491,139,8,low,2.982086407,283,8.430631868,1.318124341
IG0016243,8,brand,15986,carousel,Fashion,Profile,0,11-10-2025 15:00,11-10-2025,15,Saturday,260,5,12,39,3723,4294,759,109,3,viral,8.487778673,316,4.747904416,1.153370937
IG0016244,16,creator,9696,image,Photography,Explore,0,21-06-2025 10:00,21-06-2025,10,Saturday,480,14,13,70,6352,9094,935,115,6,viral,9.083753149,577,9.643151815,1.431675063
IG0016245,3,creator,10018,image,Technology,Profile,0,22-03-2025 18:00,22-03-2025,18,Saturday,114,2,7,14,6864,8934,967,139,6,low,1.995920746,137,9.652625275,1.301573427
IG0016246,13,brand,5824,image,Fitness,Profile,0,24-07-2025 22:00,24-07-2025,22,Thursday,193,6,16,30,3001,3807,399,126,2,viral,8.163945352,245,6.850961538,1.268577141
IG0016247,4,brand,4972,carousel,Lifestyle,Home Feed,0,28-11-2024 22:00,28-11-2024,22,Thursday,0,4,4,13,1403,2089,704,126,9,high,1.496792587,21,14.15929204,1.488952245
IG0016248,18,creator,7486,carousel,Comedy,Profile,1,11-07-2025 00:00,11-07-2025,0,Friday,254,6,11,36,5460,7027,171,114,8,high,5.622710623,307,2.284263959,1.286996337
IG0016249,2,brand,22291,image,Music,Explore,0,29-05-2025 22:00,29-05-2025,22,Thursday,57,2,1,6,4457,5801,422,124,7,low,1.480816693,66,1.893140729,1.301548127
IG0016250,20,creator,31095,reel,Beauty,Profile,0,28-02-2025 12:00,28-02-2025,12,Friday,103,4,9,24,2081,2735,800,127,13,high,6.727534839,140,2.572760894,1.314271985
IG0016251,15,creator,8167,reel,Music,Explore,0,08-04-2025 04:00,08-04-2025,4,Tuesday,50,0,4,7,4276,6491,326,118,7,low,1.426566885,61,3.991673809,1.518007484
IG0016252,17,brand,15923,carousel,Travel,Reels Feed,0,07-08-2025 22:00,07-08-2025,22,Thursday,69,3,1,7,2664,3012,308,110,7,medium,3.003003003,80,1.934308861,1.130630631
IG0016253,10,creator,4542,carousel,Fitness,Profile,1,24-02-2025 07:00,24-02-2025,7,Monday,91,3,5,14,1362,2054,818,101,6,high,8.296622614,113,18.00968736,1.508076358
IG0016254,1,creator,9461,carousel,Travel,External,1,21-03-2025 09:00,21-03-2025,9,Friday,0,0,2,9,2843,3984,683,129,9,low,0.38691523,11,7.219110031,1.401336616
IG0016255,6,creator,10034,image,Technology,Reels Feed,1,25-07-2025 14:00,25-07-2025,14,Friday,385,9,21,61,6174,8581,256,130,7,high,7.709750567,476,2.551325493,1.389860706
IG0016256,3,creator,10018,reel,Technology,Profile,0,03-05-2025 14:00,03-05-2025,14,Saturday,0,9,17,62,11095,12914,655,121,8,high,0.793150068,88,6.538231184,1.163947724
IG0016257,19,creator,3447,reel,Food,Reels Feed,1,08-04-2025 22:00,08-04-2025,22,Tuesday,154,8,8,24,2965,4118,729,129,6,high,6.543001686,194,21.14882507,1.388870152
IG0016258,7,creator,3551,carousel,Technology,External,0,10-06-2025 12:00,10-06-2025,12,Tuesday,83,4,0,12,3555,4501,746,113,11,low,2.784810127,99,21.00816671,1.266104079
IG0016259,13,creator,5824,image,Fashion,Home Feed,0,06-08-2025 01:00,06-08-2025,1,Wednesday,0,7,10,30,3564,5410,115,129,8,high,1.318742985,47,1.974587912,1.517957351
IG0016260,13,creator,5824,reel,Fashion,Profile,0,22-01-2025 03:00,22-01-2025,3,Wednesday,168,4,3,25,5803,6968,110,128,9,medium,3.446493193,200,1.888736264,1.200758229
IG0016261,17,creator,15923,carousel,Comedy,Hashtags,0,23-12-2024 21:00,23-12-2024,21,Monday,416,11,15,61,8273,13175,328,111,4,medium,6.08001934,503,2.059913333,1.592529917
IG0016262,1,brand,9461,reel,Lifestyle,External,0,19-11-2024 12:00,19-11-2024,12,Tuesday,120,4,5,17,9173,14481,866,117,3,low,1.591627603,146,9.153366452,1.578654748
IG0016263,14,brand,3083,reel,Music,Reels Feed,0,01-12-2024 08:00,01-12-2024,8,Sunday,399,14,23,61,6868,8517,425,114,7,viral,7.23645894,497,13.78527408,1.24009901
IG0016264,3,creator,10018,image,Lifestyle,External,1,18-06-2025 04:00,18-06-2025,4,Wednesday,200,8,16,37,12146,18514,876,125,5,low,2.14885559,261,8.744260331,1.524287831
IG0016265,14,brand,3083,image,Lifestyle,Home Feed,0,30-03-2025 11:00,30-03-2025,11,Sunday,384,15,24,63,4901,7209,91,105,10,viral,9.916343603,486,2.951670451,1.470924301
IG0016266,1,creator,9461,carousel,Fashion,Reels Feed,0,05-02-2025 01:00,05-02-2025,1,Wednesday,638,21,31,98,30578,41220,965,133,7,low,2.577016155,788,10.19976747,1.348027994
IG0016267,16,creator,9696,carousel,Music,Profile,0,05-06-2025 19:00,05-06-2025,19,Thursday,1773,60,87,231,18063,23425,809,119,7,medium,11.90832088,2151,8.343646865,1.296849914
IG0016268,10,creator,4542,image,Comedy,External,0,07-12-2024 07:00,07-12-2024,7,Saturday,115,2,5,16,3290,3664,928,137,4,medium,4.194528875,138,20.43152796,1.113677812
IG0016269,13,creator,5824,carousel,Fitness,Reels Feed,1,30-10-2025 19:00,30-10-2025,19,Thursday,474,7,18,76,8303,9284,342,146,10,viral,6.925207756,575,5.872252747,1.118150066
IG0016270,4,brand,4972,carousel,Food,Explore,0,21-04-2025 15:00,21-04-2025,15,Monday,20,0,4,2,1902,2969,833,133,3,low,1.366982124,26,16.7538214,1.560988433
IG0016271,9,creator,6916,image,Fashion,External,0,22-10-2025 23:00,22-10-2025,23,Wednesday,181,4,8,29,10351,16034,757,120,6,low,2.144720317,222,10.94563331,1.549029079
IG0016272,14,creator,3083,carousel,Travel,Home Feed,0,27-11-2024 19:00,27-11-2024,19,Wednesday,146,0,13,21,7127,9179,388,113,10,low,2.525606847,180,12.58514434,1.287919181
IG0016273,4,creator,4972,carousel,Food,Hashtags,1,29-11-2024 07:00,29-11-2024,7,Friday,120,4,2,18,3507,5383,228,121,9,medium,4.106073567,144,4.585679807,1.53493014
IG0016274,10,creator,4542,reel,Fitness,Reels Feed,0,12-12-2024 18:00,12-12-2024,18,Thursday,338,12,15,0,7164,8610,432,127,6,high,5.09491904,365,9.511228534,1.201842546
IG0016275,8,creator,15986,carousel,Technology,Reels Feed,0,02-08-2025 19:00,02-08-2025,19,Saturday,181,6,14,26,4613,6524,847,119,11,medium,4.920875786,227,5.298386088,1.414264036
IG0016276,3,brand,10018,carousel,Lifestyle,Profile,0,24-06-2025 09:00,24-06-2025,9,Tuesday,120,11,8,18,3323,5285,971,127,10,medium,4.724646404,157,9.692553404,1.590430334
IG0016277,7,brand,3551,reel,Beauty,Reels Feed,1,31-05-2025 04:00,31-05-2025,4,Saturday,135,0,5,22,1898,2088,916,125,8,viral,8.535300316,162,25.79555055,1.100105374
IG0016278,10,brand,4542,carousel,Comedy,Home Feed,1,04-07-2025 02:00,04-07-2025,2,Friday,543,17,32,87,8330,10406,95,119,5,viral,8.151260504,679,2.091589608,1.249219688
IG0016279,3,brand,10018,carousel,Lifestyle,Explore,1,20-12-2024 18:00,20-12-2024,18,Friday,69,2,3,11,2447,3744,553,119,7,low,3.473641193,85,5.520063885,1.53003678
IG0016280,2,creator,22291,carousel,Technology,Reels Feed,0,29-09-2025 19:00,29-09-2025,19,Monday,258,6,16,40,5028,7302,63,117,13,high,6.364359586,320,0.282625275,1.452267303
IG0016281,15,creator,8167,image,Fitness,Home Feed,0,11-07-2025 01:00,11-07-2025,1,Friday,73,2,4,10,6820,9544,175,127,7,low,1.304985337,89,2.142769683,1.39941349
IG0016282,9,creator,6916,reel,Travel,External,0,15-11-2025 06:00,15-11-2025,6,Saturday,195,4,9,30,4609,5569,877,121,10,high,5.163809937,238,12.68074031,1.208288132
IG0016283,15,creator,8167,reel,Comedy,Profile,1,01-11-2025 22:00,01-11-2025,22,Saturday,88,1,5,13,4721,7077,819,126,8,low,2.266468968,107,10.02816212,1.499046812
IG0016284,17,brand,15923,reel,Comedy,Explore,1,18-03-2025 08:00,18-03-2025,8,Tuesday,169,9,9,24,3443,3826,781,137,10,viral,6.128376416,211,4.904854613,1.111240198
IG0016285,7,creator,3551,carousel,Fitness,Reels Feed,1,25-05-2025 07:00,25-05-2025,7,Sunday,443,12,24,70,6493,8451,834,128,4,viral,8.45525951,549,23.48634188,1.301555521
IG0016286,20,creator,31095,carousel,Food,Profile,0,08-05-2025 18:00,08-05-2025,18,Thursday,168,7,7,27,3676,5107,607,109,4,medium,5.685527748,209,1.952082328,1.389281828
IG0016287,18,creator,7486,reel,Photography,Home Feed,1,26-09-2025 04:00,26-09-2025,4,Friday,126,1,5,26,2852,3783,408,111,12,medium,5.53997195,158,5.450173657,1.326437588
IG0016288,15,creator,8167,carousel,Lifestyle,Reels Feed,0,07-05-2025 07:00,07-05-2025,7,Wednesday,701,22,39,111,11047,14365,202,135,10,viral,7.90259799,873,2.473368434,1.300353037
IG0016289,18,creator,7486,reel,Food,Hashtags,1,27-08-2025 14:00,27-08-2025,14,Wednesday,287,15,16,34,8963,12842,574,110,7,medium,3.927256499,352,7.667646273,1.432779203
IG0016290,12,brand,13798,carousel,Fashion,Profile,1,01-06-2025 23:00,01-06-2025,23,Sunday,193,8,10,37,13204,19237,790,111,6,low,1.878218722,248,5.725467459,1.456906998
IG0016291,8,creator,15986,image,Fitness,Home Feed,0,29-10-2025 01:00,29-10-2025,1,Wednesday,126,1,6,18,2563,4051,446,117,8,medium,5.891533359,151,2.789941199,1.580569645
IG0016292,2,creator,22291,reel,Fashion,Profile,0,14-02-2025 11:00,14-02-2025,11,Friday,88,3,6,16,4600,5506,108,119,11,low,2.456521739,113,0.484500471,1.196956522
IG0016293,2,creator,22291,carousel,Travel,External,0,07-12-2024 16:00,07-12-2024,16,Saturday,22,0,3,4,1594,2515,575,117,7,low,1.819322459,29,2.579516397,1.577791719
IG0016294,5,creator,10739,carousel,Food,Explore,0,23-06-2025 15:00,23-06-2025,15,Monday,113,6,6,19,6072,8650,139,119,8,low,2.371541502,144,1.294347705,1.424571805
IG0016295,1,creator,9461,carousel,Beauty,Profile,1,03-12-2024 04:00,03-12-2024,4,Tuesday,1073,31,59,140,16846,21623,543,119,3,high,7.734773834,1303,5.73935102,1.2835688
IG0016296,4,creator,4972,carousel,Photography,Home Feed,1,25-01-2025 00:00,25-01-2025,0,Saturday,163,5,10,18,4858,5643,56,88,5,medium,4.034582133,196,1.126307321,1.161589131
IG0016297,6,creator,10034,image,Fitness,Hashtags,0,20-10-2025 12:00,20-10-2025,12,Monday,366,13,8,56,7861,9231,11,133,11,high,5.635415342,443,0.109627267,1.174278082
IG0016298,13,creator,5824,reel,Fitness,Hashtags,0,21-04-2025 06:00,21-04-2025,6,Monday,536,14,37,68,7534,8704,512,123,6,viral,8.693920892,655,8.791208791,1.155295992
IG0016299,19,creator,3447,image,Photography,Home Feed,0,17-09-2025 07:00,17-09-2025,7,Wednesday,145,5,8,21,1891,2374,965,109,11,viral,9.465891063,179,27.99535828,1.255420412
IG0016300,11,creator,9044,image,Comedy,Home Feed,0,12-02-2025 21:00,12-02-2025,21,Wednesday,67,1,3,13,3586,4825,331,98,6,low,2.342442833,84,3.659885007,1.345510318
IG0016301,13,creator,5824,image,Technology,Reels Feed,0,02-10-2025 18:00,02-10-2025,18,Thursday,284,6,9,35,4125,5378,87,117,7,viral,8.096969697,334,1.493818681,1.303757576
IG0016302,8,creator,15986,carousel,Travel,Explore,0,12-01-2025 13:00,12-01-2025,13,Sunday,119,0,8,17,3569,4415,617,115,7,medium,4.034743626,144,3.859627174,1.237041188
IG0016303,7,brand,3551,carousel,Food,External,0,07-09-2025 09:00,07-09-2025,9,Sunday,241,9,8,30,4119,5190,541,107,7,high,6.991988347,288,15.23514503,1.260014567
IG0016304,13,creator,5824,reel,Fitness,Explore,1,12-05-2025 16:00,12-05-2025,16,Monday,62,3,0,7,2975,4635,698,131,15,low,2.420168067,72,11.98489011,1.557983193
IG0016305,1,creator,9461,carousel,Fitness,External,0,10-12-2024 17:00,10-12-2024,17,Tuesday,107,4,4,16,4516,6280,910,139,6,low,2.900797166,131,9.618433569,1.39061116
IG0016306,6,creator,10034,reel,Photography,Hashtags,0,24-08-2025 01:00,24-08-2025,1,Sunday,399,7,14,70,5771,7474,290,108,5,viral,8.49072951,490,2.89017341,1.295096171
IG0016307,7,creator,3551,image,Beauty,Explore,0,25-12-2024 09:00,25-12-2024,9,Wednesday,1489,51,67,233,32458,46733,443,120,12,medium,5.668864379,1840,12.47535905,1.439799125
IG0016308,16,brand,9696,carousel,Photography,Hashtags,0,01-11-2025 17:00,01-11-2025,17,Saturday,30,2,1,5,2182,2562,962,101,11,low,1.74152154,38,9.921617162,1.174152154
IG0016309,15,creator,8167,reel,Photography,Explore,0,05-12-2024 09:00,05-12-2024,9,Thursday,757,32,39,127,12504,14015,447,113,10,viral,7.637555982,955,5.47324599,1.120841331
IG0016310,20,brand,31095,image,Lifestyle,Reels Feed,0,14-10-2025 20:00,14-10-2025,20,Tuesday,162,2,7,30,4213,5041,658,140,3,medium,4.770947069,201,2.116095835,1.196534536
IG0016311,2,brand,22291,carousel,Food,Explore,0,28-11-2024 01:00,28-11-2024,1,Thursday,423,17,12,0,5948,8627,828,140,8,viral,7.599193006,452,3.714503611,1.450403497
IG0016312,16,brand,9696,image,Comedy,Reels Feed,0,05-02-2025 08:00,05-02-2025,8,Wednesday,302,9,18,51,9566,13943,224,111,11,medium,3.972402258,380,2.310231023,1.457558018
IG0016313,17,brand,15923,carousel,Photography,Explore,1,03-11-2025 15:00,03-11-2025,15,Monday,332,6,12,45,11881,15806,726,107,11,low,3.324635973,395,4.559442316,1.330359397
IG0016314,15,creator,8167,carousel,Beauty,External,1,21-08-2025 05:00,21-08-2025,5,Thursday,130,3,10,17,2045,3048,204,110,9,high,7.82396088,160,2.49785723,1.490464548
IG0016315,3,creator,10018,reel,Comedy,Hashtags,0,01-10-2025 06:00,01-10-2025,6,Wednesday,111,1,7,16,2213,2708,915,129,4,high,6.100316313,135,9.133559593,1.223678265
IG0016316,4,creator,4972,carousel,Music,Home Feed,1,19-12-2024 02:00,19-12-2024,2,Thursday,528,21,27,94,12516,14316,356,107,9,high,5.353147971,670,7.160096541,1.143815916
IG0016317,12,brand,13798,image,Food,External,1,20-09-2025 06:00,20-09-2025,6,Saturday,47,1,5,7,2765,3416,213,128,12,low,2.169981917,60,1.543701986,1.235443038
IG0016318,5,creator,10739,image,Fitness,Explore,1,02-11-2025 19:00,02-11-2025,19,Sunday,1017,20,43,154,14808,21791,475,88,11,viral,8.333333333,1234,4.423130645,1.471569422
IG0016319,17,creator,15923,image,Music,Home Feed,0,15-07-2025 07:00,15-07-2025,7,Tuesday,271,5,16,34,5993,8110,838,121,7,medium,5.439679626,326,5.262827357,1.353245453
IG0016320,6,creator,10034,carousel,Comedy,Home Feed,1,16-08-2025 04:00,16-08-2025,4,Saturday,232,5,12,30,2924,4468,358,135,5,viral,9.541723666,279,3.567869245,1.528043776
IG0016321,10,creator,4542,reel,Comedy,External,1,15-05-2025 02:00,15-05-2025,2,Thursday,88,2,3,15,5336,7717,697,126,9,low,2.023988006,108,15.3456627,1.446214393
IG0016322,18,creator,7486,reel,Food,Profile,0,22-01-2025 13:00,22-01-2025,13,Wednesday,28,4,1,6,774,1141,748,149,15,medium,5.03875969,39,9.991985039,1.474160207
IG0016323,10,creator,4542,carousel,Technology,Reels Feed,0,05-12-2024 05:00,05-12-2024,5,Thursday,202,7,7,42,4249,4680,903,124,7,high,6.072016945,258,19.88110964,1.101435632
IG0016324,6,creator,10034,carousel,Lifestyle,Explore,0,23-10-2025 02:00,23-10-2025,2,Thursday,264,10,14,34,20032,26672,672,113,5,low,1.607428115,322,6.69722942,1.331469649
IG0016325,6,creator,10034,image,Fitness,Hashtags,0,05-05-2025 21:00,05-05-2025,21,Monday,989,30,50,130,13827,18963,558,141,11,viral,8.671439936,1199,5.561092286,1.371447169
IG0016326,20,creator,31095,image,Music,Profile,0,25-11-2024 06:00,25-11-2024,6,Monday,252,6,14,34,3317,5280,809,118,7,high,9.225203497,306,2.601704454,1.591799819
IG0016327,15,creator,8167,carousel,Photography,Explore,0,16-04-2025 05:00,16-04-2025,5,Wednesday,186,8,9,27,3806,4968,987,117,10,high,6.043089858,230,12.08522101,1.305307409
IG0016328,4,brand,4972,reel,Travel,External,0,24-08-2025 19:00,24-08-2025,19,Sunday,86,0,2,11,4274,5228,324,125,8,low,2.316331306,99,6.516492357,1.223210108
IG0016329,16,creator,9696,carousel,Technology,Profile,1,25-02-2025 22:00,25-02-2025,22,Tuesday,373,8,17,55,6096,7502,299,108,8,viral,7.431102362,453,3.083745875,1.230643045
IG0016330,8,creator,15986,carousel,Fitness,Hashtags,0,15-08-2025 17:00,15-08-2025,17,Friday,543,22,26,65,6987,8217,992,113,9,viral,9.388865035,656,6.205429751,1.176041219
IG0016331,7,creator,3551,image,Travel,Home Feed,0,24-01-2025 20:00,24-01-2025,20,Friday,99,4,6,26,9547,12233,59,120,9,low,1.414056772,135,1.661503802,1.281344925
IG0016332,19,creator,3447,carousel,Lifestyle,External,0,28-10-2025 21:00,28-10-2025,21,Tuesday,36,2,2,4,1325,2086,894,129,9,low,3.320754717,44,25.93559617,1.574339623
